,DateTimeStamp,Temp,Sal,DO_obs,ATemp,BP,WSpd,Tide
942,5/10/2018 19:15,26.7,23.4,7.5,25.8,1018,3.1,1.53
943,5/10/2018 19:30,27.1,21.4,8.1,24.9,1018,2.5,1.53
944,5/10/2018 19:45,26.9,22.9,7,24.3,1018,2.1,1.53
945,5/10/2018 20:00,26.8,23.1,7.2,23.8,1018,2.1,1.53
946,5/10/2018 20:15,26.8,23,7.2,23.8,1019,1.6,1.54
947,5/10/2018 20:30,26.9,22.6,7.4,23.6,1019,1.1,1.55
948,5/10/2018 20:45,26.8,22.7,7.4,23.3,1019,1.5,1.55
949,5/10/2018 21:00,26.8,22.7,7.2,23.3,1019,1.7,1.56
950,5/10/2018 21:15,26.7,23,6.8,23.1,1019,1.3,1.57
951,5/10/2018 21:30,26.6,23.7,6.4,22.9,1019,1.7,1.58
952,5/10/2018 21:45,26.6,23.9,6.8,21.7,1019,1.4,1.58
953,5/10/2018 22:00,26.7,24.9,7.1,22,1019,1.4,1.6
954,5/10/2018 22:15,26.6,25.6,7,22.7,1019,1.5,1.61
955,5/10/2018 22:30,26.7,25.6,7.2,22.7,1020,1.1,1.62
956,5/10/2018 22:45,26.7,26.1,7.5,22.3,1020,1.3,1.63
957,5/10/2018 23:00,26.6,26.8,7.3,22.3,1019,1.5,1.64
958,5/10/2018 23:15,26.5,27.2,7.4,21.8,1019,1.1,1.66
959,5/10/2018 23:30,26.5,27.3,7.3,21.5,1019,1,1.68
960,5/10/2018 23:45,26.3,28,6.8,21.6,1019,1.5,1.68
961,5/11/2018 0:00,26.2,28.3,6.9,21.1,1019,1.5,1.69
962,5/11/2018 0:15,26.2,28.3,7,21,1019,0.9,1.7
963,5/11/2018 0:30,26.2,28.2,7,21,1019,0.4,1.7
964,5/11/2018 0:45,26.2,28.2,6.5,21.3,1019,0.6,1.7
965,5/11/2018 1:00,26.2,28.2,6.3,20.8,1019,0.5,1.7
966,5/11/2018 1:15,26.2,28.2,6.1,20,1019,0.4,1.7
967,5/11/2018 1:30,26.2,28.1,6.2,20,1019,0.2,1.69
968,5/11/2018 1:45,26.2,28,6.1,20.4,1019,0.8,1.69
969,5/11/2018 2:00,26.2,27.9,6.1,20.4,1019,1.2,1.68
970,5/11/2018 2:15,26.2,27.8,6,20.2,1018,0.6,1.67
971,5/11/2018 2:30,26.2,27.7,5.9,19.9,1018,0.4,1.66
972,5/11/2018 2:45,26.1,27.4,5.6,20,1019,0.9,1.65
973,5/11/2018 3:00,25.9,26.9,5.6,19.6,1019,1,1.64
974,5/11/2018 3:15,26,27.1,5.4,19.1,1019,0.9,1.62
975,5/11/2018 3:30,26.1,27.3,5.3,19.5,1019,1.2,1.61
976,5/11/2018 3:45,26.1,27.4,5,19.1,1019,1.2,1.6
977,5/11/2018 4:00,26.1,27.4,4.7,19,1019,1.1,1.59
978,5/11/2018 4:15,26.1,27.5,4.8,18.7,1019,0.3,1.57
979,5/11/2018 4:30,26.1,27.4,4.9,18.8,1019,0,1.55
980,5/11/2018 4:45,26.1,27.2,4.7,18.3,1019,0,1.53
981,5/11/2018 5:00,26.1,27.1,4.8,18.8,1019,0.1,1.52
982,5/11/2018 5:15,26.1,27.1,4.6,18.7,1019,0.3,1.5
983,5/11/2018 5:30,26.1,26.8,4.7,18.9,1019,0.8,1.49
984,5/11/2018 5:45,26.1,26.4,4.6,18.8,1019,0.3,1.47
985,5/11/2018 6:00,26.2,25.4,5.3,18.8,1019,1,1.47
986,5/11/2018 6:15,26.2,25.9,4.2,18.5,1019,0.9,1.47
987,5/11/2018 6:30,26.1,27.4,5.6,18.6,1020,1.1,1.46
988,5/11/2018 6:45,26.1,27.6,5.9,19,1020,1.5,1.46
989,5/11/2018 7:00,26.1,27.7,6.1,19.5,1020,1.3,1.47
990,5/11/2018 7:15,26,27.7,6.2,20.1,1020,1.4,1.47
991,5/11/2018 7:30,26,27.6,6.3,21,1020,1.5,1.48
992,5/11/2018 7:45,26,27.7,6.4,22.3,1020,1.4,1.49
993,5/11/2018 8:00,26,27.6,6.4,23.2,1020,1.9,1.5
994,5/11/2018 8:15,26,27.6,6.4,24.3,1020,2.4,1.51
995,5/11/2018 8:30,26,27.5,6.4,25.2,1020,3.2,1.52
996,5/11/2018 8:45,26,27.3,6.5,26,1020,3.2,1.53
997,5/11/2018 9:00,26,27.1,6.6,26.8,1020,3.1,1.54
998,5/11/2018 9:15,26,27.2,6.7,27.5,1020,2.9,1.55
999,5/11/2018 9:30,26.1,27.2,6.7,27.8,1020,2.8,1.57
1000,5/11/2018 9:45,26.1,27.6,6.7,28.4,1020,3.1,1.59
1001,5/11/2018 10:00,26.2,27.9,6.8,28.9,1020,2.5,1.61
1002,5/11/2018 10:15,26.2,28.1,6.9,29.3,1020,2,1.64
1003,5/11/2018 10:30,26.2,28.3,7,29.9,1020,1.8,1.66
1004,5/11/2018 10:45,26.2,28.6,7.1,30.2,1020,1.4,1.68
1005,5/11/2018 11:00,26.2,28.7,7.1,30.6,1020,2.2,1.71
1006,5/11/2018 11:15,26.3,28.8,7.2,30.5,1020,2.5,1.73
1007,5/11/2018 11:30,26.3,28.9,7.3,30.6,1020,2.7,1.74
1008,5/11/2018 11:45,26.3,28.9,7.4,30.2,1020,3.5,1.76
1009,5/11/2018 12:00,26.3,28.9,6.9,30.4,1020,3.3,1.78
1010,5/11/2018 12:15,26.4,28.9,7,30.5,1020,3.5,1.79
1011,5/11/2018 12:30,26.3,29,7.1,30.1,1020,4.5,1.8
1012,5/11/2018 12:45,26.3,29.1,7.3,30,1020,4.9,1.81
1013,5/11/2018 13:00,26.3,29.1,7.4,29.9,1020,4.9,1.81
1014,5/11/2018 13:15,26.3,29.1,7.5,29.7,1019,5.3,1.81
1015,5/11/2018 13:30,26.3,28.9,7.7,29.5,1019,5.3,1.81
1016,5/11/2018 13:45,26.4,28.8,7.7,29.3,1019,5.5,1.81
1017,5/11/2018 14:00,26.4,28.6,7.8,28.8,1019,5.7,1.8
1018,5/11/2018 14:15,26.4,28.4,7.8,28.9,1019,5.2,1.79
1019,5/11/2018 14:30,26.5,28.2,7.8,28.7,1019,5.3,1.79
1020,5/11/2018 14:45,26.5,27.8,7.7,28.9,1019,4.9,1.78
1021,5/11/2018 15:00,26.6,27.7,7.6,28.8,1018,4.9,1.77
1022,5/11/2018 15:15,26.6,27.6,7.4,28.5,1018,4.9,1.75
1023,5/11/2018 15:30,26.6,27.4,7.5,28.7,1018,4.6,1.74
1024,5/11/2018 15:45,26.6,27.2,7.6,28.8,1018,4.7,1.73
1025,5/11/2018 16:00,26.7,27.1,7.7,28.9,1018,4.5,1.71
1026,5/11/2018 16:15,26.7,27.1,7.7,29,1018,4.6,1.7
1027,5/11/2018 16:30,26.8,27,7.7,28.8,1018,4.5,1.68
1028,5/11/2018 16:45,26.8,26.9,7.8,28.9,1018,4.3,1.65
1029,5/11/2018 17:00,26.9,26.6,7.7,29.1,1018,4.2,1.63
1030,5/11/2018 17:15,27,26.5,7.9,28.9,1018,4.4,1.61
1031,5/11/2018 17:30,26.9,26.7,8.1,28.8,1018,3.9,1.59
1032,5/11/2018 17:45,26.8,26.9,8,28.4,1018,3.8,1.57
1033,5/11/2018 18:00,26.9,27,8.2,28.3,1018,3.5,1.55
1034,5/11/2018 18:15,27,26.6,8.5,28.2,1018,3,1.53
1035,5/11/2018 18:30,27.4,24.7,8.7,28.1,1018,2.7,1.52
1036,5/11/2018 18:45,27.3,25.3,8.5,27.6,1018,2.7,1.51
1037,5/11/2018 19:00,27,26.3,7.8,27.1,1018,2.2,1.5
1038,5/11/2018 19:15,27,26.3,7.5,26.3,1018,2.2,1.49
1039,5/11/2018 19:30,27,26.4,7.7,25.5,1018,1.8,1.49
1040,5/11/2018 19:45,27.2,25.3,8,25.4,1018,1.8,1.49
1041,5/11/2018 20:00,27.6,22.5,8.2,24.9,1018,1.7,1.49
1042,5/11/2018 20:15,27.1,25.9,7.4,24.6,1018,1.5,1.48
1043,5/11/2018 20:30,27.2,25.3,7.2,24.2,1018,2.1,1.49
1044,5/11/2018 20:45,27.1,26.2,6.4,24.3,1018,1.1,1.5
1045,5/11/2018 21:00,27,26.2,6.6,24.1,1018,1.1,1.51
1046,5/11/2018 21:15,27.1,25.3,6.9,23.6,1018,0.9,1.52
1047,5/11/2018 21:30,27.1,25.6,6.6,22.6,1019,0.2,1.53
1048,5/11/2018 21:45,27.7,23.7,7.3,22.4,1019,0,1.54
1049,5/11/2018 22:00,27.9,23.1,7.4,22.4,1019,0.7,1.56
1050,5/11/2018 22:15,27.4,25.2,7.3,21.6,1019,0.2,1.58
1051,5/11/2018 22:30,27.2,26,7.3,22,1019,0.1,1.59
1052,5/11/2018 22:45,27.1,26.4,7.2,21.7,1019,0,1.61
1053,5/11/2018 23:00,27,27,7.2,21.4,1019,0.2,1.63
1054,5/11/2018 23:15,26.8,27.7,7.2,21.5,1019,0.3,1.65
1055,5/11/2018 23:30,26.8,28.1,7.3,21.2,1019,0,1.67
1056,5/11/2018 23:45,26.7,28.3,7.4,21.2,1019,0.4,1.69
1057,5/12/2018 0:00,26.8,28.3,7.4,21.2,1019,0.2,1.72
1058,5/12/2018 0:15,26.8,28.4,7.4,21.3,1019,0,1.74
1059,5/12/2018 0:30,26.8,28.6,7.3,20.9,1019,0.1,1.76
1060,5/12/2018 0:45,26.7,28.8,7.4,20.6,1019,0.1,1.78
1061,5/12/2018 1:00,26.7,28.9,7.3,20.4,1019,0.2,1.78
1062,5/12/2018 1:15,26.7,28.9,7.2,20.4,1019,0.3,1.79
1063,5/12/2018 1:30,26.7,28.9,6.7,20.5,1019,0.1,1.8
1064,5/12/2018 1:45,26.7,28.9,6.5,20.5,1018,0,1.8
1065,5/12/2018 2:00,26.7,28.9,6.3,20.5,1018,0.3,1.8
1066,5/12/2018 2:15,26.6,28.9,6.5,19.9,1018,0.3,1.8
1067,5/12/2018 2:30,26.6,28.9,6.3,19.5,1018,0.4,1.8
1068,5/12/2018 2:45,26.6,28.9,6.4,19.4,1018,0.6,1.8
1069,5/12/2018 3:00,26.6,28.8,6.2,19,1018,0.9,1.79
1070,5/12/2018 3:15,26.6,28.8,6.1,19.6,1018,1.6,1.78
1071,5/12/2018 3:30,26.7,28.6,5.8,19.7,1018,1,1.78
1072,5/12/2018 3:45,26.7,28.4,5.8,19.5,1018,0,1.77
1073,5/12/2018 4:00,26.7,28,6,19.6,1018,0.3,1.76
1074,5/12/2018 4:15,26.6,27.6,6,19.3,1018,1.9,1.75
1075,5/12/2018 4:30,26.6,27.5,5.7,19.1,1018,2,1.73
1076,5/12/2018 4:45,26.6,27.4,5.3,19.3,1018,2,1.72
1077,5/12/2018 5:00,26.6,27.4,5.2,19.5,1018,2.3,1.71
1078,5/12/2018 5:15,26.7,27.5,5.6,19.5,1018,2.2,1.69
1079,5/12/2018 5:30,26.7,27.5,5.6,19.7,1018,2.2,1.67
1080,5/12/2018 5:45,26.7,27.3,5.3,20,1019,2.1,1.66
1081,5/12/2018 6:00,26.7,27.3,5.2,20.2,1019,1.8,1.64
1082,5/12/2018 6:15,26.7,26.9,5.7,20,1019,1.7,1.62
1083,5/12/2018 6:30,26.7,26.8,5.5,20.8,1020,2.2,1.62
1084,5/12/2018 6:45,26.7,26.4,5.5,21.6,1020,1.8,1.61
1085,5/12/2018 7:00,26.7,26.5,5.2,22.9,1020,1.7,1.59
1086,5/12/2018 7:15,26.7,26.6,4.9,23.9,1020,1.5,1.58
1087,5/12/2018 7:30,26.7,26.8,4.3,24.9,1020,1.5,1.58
1088,5/12/2018 7:45,26.5,28.1,5.9,25.1,1021,2,1.57
1089,5/12/2018 8:00,26.5,28.3,6.3,25.4,1021,2.4,1.58
1090,5/12/2018 8:15,26.5,28.5,6.2,26,1021,2.3,1.59
1091,5/12/2018 8:30,26.5,28.7,6.4,26.8,1021,2.9,1.58
1092,5/12/2018 8:45,26.5,29,6.5,27.4,1021,2.9,1.59
1093,5/12/2018 9:00,26.5,28.9,6.6,27.9,1021,3,1.61
1094,5/12/2018 9:15,26.6,28.7,6.6,28.6,1021,2.5,1.62
1095,5/12/2018 9:30,26.6,28.2,6.7,29.1,1021,2.4,1.62
1096,5/12/2018 9:45,26.6,28.3,6.7,29.4,1021,2.5,1.64
1097,5/12/2018 10:00,26.6,28.3,6.7,29.9,1021,1.8,1.65
1098,5/12/2018 10:15,26.7,27.7,6.8,30,1021,1.6,1.67
1099,5/12/2018 10:30,26.7,26.8,6.9,30.3,1021,1.6,1.68
1100,5/12/2018 10:45,26.7,26.8,7.1,30.5,1021,1.4,1.71
1101,5/12/2018 11:00,26.7,25.7,7.5,31.3,1020,1.3,1.73
1102,5/12/2018 11:15,26.7,25.7,7.6,31.7,1020,1.4,1.75
1103,5/12/2018 11:30,26.7,26.9,7.5,31.6,1020,2.4,1.77
1104,5/12/2018 11:45,26.7,27.8,7.3,30.1,1020,3.9,1.78
1105,5/12/2018 12:00,26.7,28.3,7.3,30.8,1020,3.7,1.8
1106,5/12/2018 12:15,26.7,28.2,7,30.5,1019,4.4,1.82
1107,5/12/2018 12:30,26.8,28,7.3,30.3,1019,4.7,1.82
1108,5/12/2018 12:45,26.8,27.7,7.1,30.6,1019,4.7,1.84
1109,5/12/2018 13:00,26.8,27.7,7.2,30.5,1019,4.7,1.84
1110,5/12/2018 13:15,26.9,27.9,7.3,30.8,1019,4.7,1.85
1111,5/12/2018 13:30,26.9,27.9,7.4,30.5,1019,4.8,1.85
1112,5/12/2018 13:45,27,27.9,7.4,30.7,1019,4.3,1.86
1113,5/12/2018 14:00,27,27.8,7.4,30.6,1018,4.6,1.85
1114,5/12/2018 14:15,27,27.8,7.3,30.8,1018,4.3,1.85
1115,5/12/2018 14:30,27.1,27.2,7.5,30.6,1018,5.1,1.84
1116,5/12/2018 14:45,27.2,26.9,7.4,30.3,1018,5.1,1.83
1117,5/12/2018 15:00,27.2,25.6,7.7,29.9,1018,5.1,1.82
1118,5/12/2018 15:15,27.3,25.4,7.7,29.6,1018,5,1.8
1119,5/12/2018 15:30,27.3,25.5,7.7,29.5,1018,4.8,1.78
1120,5/12/2018 15:45,27.3,25.8,7.7,29.4,1018,5.4,1.77
1121,5/12/2018 16:00,27.3,26,7.6,29.6,1018,5.4,1.74
1122,5/12/2018 16:15,27.3,26.2,7.4,29.2,1017,5.2,1.71
1123,5/12/2018 16:30,27.4,26.1,7.7,29.6,1017,5.6,1.68
1124,5/12/2018 16:45,27.4,26.1,7.8,29.5,1017,5,1.66
1125,5/12/2018 17:00,27.4,25.8,7.8,29,1017,4.8,1.63
1126,5/12/2018 17:15,27.8,22.6,8.3,28.9,1017,4.4,1.6
1127,5/12/2018 17:30,28.3,19.3,8.7,28.8,1017,4.7,1.58
1128,5/12/2018 17:45,27.8,23.2,8.3,28.5,1017,4.4,1.55
1129,5/12/2018 18:00,27.5,25.5,8.2,28.5,1017,4.8,1.52
1130,5/12/2018 18:15,27.5,25.5,8.2,28.3,1017,4.5,1.5
1131,5/12/2018 18:30,27.5,25.8,8.4,28.1,1017,3.9,1.48
1132,5/12/2018 18:45,27.5,25.8,8.5,27.9,1017,3.2,1.46
1133,5/12/2018 19:00,27.4,26.3,8,27.2,1017,2.6,1.45
1134,5/12/2018 19:15,27.3,26.5,7.5,26.3,1017,2.3,1.44
1135,5/12/2018 19:30,27.3,26.4,7.5,25.7,1017,2.1,1.43
1136,5/12/2018 19:45,27.4,26.3,7.3,25.8,1017,1.9,1.43
1137,5/12/2018 20:00,27.4,25.5,7.3,25.8,1017,1.9,1.42
1138,5/12/2018 20:15,27.4,24.5,7.1,25.8,1018,1.6,1.43
1139,5/12/2018 20:30,27.5,23.1,7.3,25.6,1018,1,1.44
1140,5/12/2018 20:45,27.5,24,7.1,25.6,1018,1.3,1.44
1141,5/12/2018 21:00,27.5,22,7.4,25.2,1018,1.1,1.45
1142,5/12/2018 21:15,27.5,21.2,7.5,25,1018,1.2,1.46
1143,5/12/2018 21:30,27.6,20.3,7.8,25,1018,1.2,1.47
1144,5/12/2018 21:45,27.6,18.6,8.3,24.9,1019,1.1,1.48
1145,5/12/2018 22:00,27.5,21.3,7.4,25,1019,0.9,1.49
1146,5/12/2018 22:15,27.6,20.3,7.4,25,1019,1.4,1.5
1147,5/12/2018 22:30,27.6,20.1,7.7,25.1,1019,1.5,1.52
1148,5/12/2018 22:45,27.7,19.9,8,24.9,1019,1,1.53
1149,5/12/2018 23:00,27.6,20.8,8,25.1,1019,0.7,1.56
1150,5/12/2018 23:15,27.5,22.2,7.8,25.2,1019,0.6,1.57
1151,5/12/2018 23:30,27.4,22.9,7.3,24.1,1019,0.7,1.59
1152,5/12/2018 23:45,27.3,24.1,7.3,23.9,1019,0.5,1.62
1153,5/13/2018 0:00,27.2,24.7,7.3,23.1,1019,0.4,1.65
1154,5/13/2018 0:15,27.2,25,7.1,23,1019,0.8,1.68
1155,5/13/2018 0:30,27,25.3,7.1,22.4,1018,1.2,1.7
1156,5/13/2018 0:45,27,25.6,7.2,22.1,1018,0.6,1.74
1157,5/13/2018 1:00,26.9,25.6,7.2,22.6,1018,0.9,1.76
1158,5/13/2018 1:15,26.9,25.9,7.2,22.3,1018,1,1.78
1159,5/13/2018 1:30,26.9,26.2,7.1,22.9,1018,0.8,1.8
1160,5/13/2018 1:45,26.9,26.3,7,23.1,1018,0.6,1.81
1161,5/13/2018 2:00,26.8,26.4,6.6,22.4,1018,0.5,1.84
1162,5/13/2018 2:15,26.8,26.4,6.7,22,1018,0.7,1.84
1163,5/13/2018 2:30,26.8,26.7,6.7,21.8,1017,0.6,1.85
1164,5/13/2018 2:45,26.8,26.8,6.7,21.4,1017,0.3,1.85
1165,5/13/2018 3:00,26.8,27.1,6.1,21.3,1017,0.1,1.85
1166,5/13/2018 3:15,26.8,27.2,5.8,21.4,1017,0.3,1.85
1167,5/13/2018 3:30,26.7,27.4,5.6,21.7,1017,0.5,1.85
1168,5/13/2018 3:45,26.7,27.5,5.7,22.1,1017,1.2,1.83
1169,5/13/2018 4:00,26.7,27.5,5.6,23.1,1017,1.2,1.83
1170,5/13/2018 4:15,26.7,27.4,5.2,22,1017,0.9,1.82
1171,5/13/2018 4:30,26.7,27.4,5,22.4,1017,1,1.8
1172,5/13/2018 4:45,26.7,27.3,5,22.8,1017,0.6,1.79
1173,5/13/2018 5:00,26.7,27.2,5.3,21.9,1017,1.1,1.78
1174,5/13/2018 5:15,26.7,27.2,5.1,21.4,1017,0.9,1.76
1175,5/13/2018 5:30,26.7,26.9,5,21.4,1017,0.6,1.74
1176,5/13/2018 5:45,26.8,26.6,5.4,21.5,1017,0.7,1.73
1177,5/13/2018 6:00,26.8,26.3,5.3,21.7,1018,0.7,1.71
1178,5/13/2018 6:15,26.8,26,5.4,21.9,1018,0.8,1.69
1179,5/13/2018 6:30,26.9,25.7,5.3,21.9,1018,0.5,1.68
1180,5/13/2018 6:45,26.9,25.4,5.4,22,1018,0.4,1.66
1181,5/13/2018 7:00,26.9,25.3,5.4,22.7,1018,0.1,1.65
1182,5/13/2018 7:15,26.9,25.3,5.3,23.8,1018,0.4,1.64
1183,5/13/2018 7:30,27,25.1,5.4,25.3,1018,1.1,1.63
1184,5/13/2018 7:45,26.9,24.8,5.4,26,1019,1.8,1.63
1185,5/13/2018 8:00,26.9,24.6,5.8,26.4,1019,2.2,1.62
1186,5/13/2018 8:15,26.9,25.6,5.9,27.1,1019,2.3,1.61
1187,5/13/2018 8:30,26.9,25.7,5.9,27.3,1019,2,1.62
1188,5/13/2018 8:45,26.9,25.9,6.1,27.4,1019,2,1.61
1189,5/13/2018 9:00,26.9,25.9,6.3,27.3,1019,1.9,1.62
1190,5/13/2018 9:15,26.9,26.4,6.3,27.4,1019,2.4,1.63
1191,5/13/2018 9:30,26.9,26.4,6.4,27.4,1019,3,1.64
1192,5/13/2018 9:45,26.9,25.8,6.3,27.6,1019,3.3,1.64
1193,5/13/2018 10:00,26.9,25.9,5.9,27.7,1019,3.2,1.65
1194,5/13/2018 10:15,26.9,26.5,5.9,27.8,1019,3.1,1.65
1195,5/13/2018 10:30,26.9,26.4,6,27.9,1019,3.2,1.67
1196,5/13/2018 10:45,26.9,26.3,6.1,28.4,1019,3.1,1.68
1197,5/13/2018 11:00,26.9,26.5,5.9,28.9,1019,3,1.7
1198,5/13/2018 11:15,26.9,26.6,5.7,28.9,1019,3.1,1.72
1199,5/13/2018 11:30,26.9,26.6,6,28.6,1019,3.7,1.74
1200,5/13/2018 11:45,26.9,26.6,6.3,28.7,1019,3.1,1.77
1201,5/13/2018 12:00,26.9,26.5,6.2,28.8,1019,3.5,1.8
1202,5/13/2018 12:15,27,26.5,6.5,29.1,1019,3.5,1.83
1203,5/13/2018 12:30,27,26.5,6.8,28.9,1019,3.4,1.85
1204,5/13/2018 12:45,26.9,26.9,6.9,29.2,1019,3.2,1.86
1205,5/13/2018 13:00,27,27,6.9,28.9,1018,3.5,1.88
1206,5/13/2018 13:15,27,26.9,6.9,28.9,1018,2.7,1.88
1207,5/13/2018 13:30,27,26.8,6.9,29.1,1018,2.9,1.88
1208,5/13/2018 13:45,27,26.8,6.7,29.3,1018,2.8,1.87
1209,5/13/2018 14:00,27.1,26.7,6.9,29.6,1018,2.9,1.87
1210,5/13/2018 14:15,27.1,26.2,7.5,29.4,1017,3.6,1.88
1211,5/13/2018 14:30,27.3,25.7,7.8,29.6,1017,3.8,1.87
1212,5/13/2018 14:45,27.4,25.4,7.7,29.2,1017,4.3,1.86
1213,5/13/2018 15:00,27.5,25.1,7.6,29.2,1017,3.7,1.86
1214,5/13/2018 15:15,27.8,23.8,7.8,29.2,1017,3.6,1.85
1215,5/13/2018 15:30,28,23.2,8,29,1017,3.6,1.83
1216,5/13/2018 15:45,28.2,22.3,8.1,28.8,1016,3.4,1.81
1217,5/13/2018 16:00,28.3,21.5,8.2,28.6,1016,3.2,1.8
1218,5/13/2018 16:15,28.2,21.9,8.1,28.9,1016,2.7,1.77
1219,5/13/2018 16:30,28,22.8,8,28.7,1016,2.4,1.75
1220,5/13/2018 16:45,28,22.8,8.2,28.3,1016,2.3,1.72
1221,5/13/2018 17:00,28.1,22.8,8.1,27.7,1016,2.2,1.7
1222,5/13/2018 17:15,28.2,22.8,8.1,27.3,1016,2.3,1.67
1223,5/13/2018 17:30,28.2,22.5,8,27.1,1016,2.6,1.63
1224,5/13/2018 17:45,28.3,22.4,8,26.7,1016,3,1.6
1225,5/13/2018 18:00,28.4,22.1,8,26.5,1016,2.7,1.57
1226,5/13/2018 18:15,28.3,22.6,8,26.3,1016,2.8,1.54
1227,5/13/2018 18:30,28.2,23.1,7.9,26.1,1016,2.6,1.51
1228,5/13/2018 18:45,28.3,22.6,7.9,26,1016,2.4,1.48
1229,5/13/2018 19:00,28.6,20.7,8.1,26.1,1016,2.3,1.46
1230,5/13/2018 19:15,28.7,20.4,8.4,25.7,1016,2.3,1.44
1231,5/13/2018 19:30,28.7,20.3,8.4,25.1,1016,1.6,1.43
1232,5/13/2018 19:45,28.7,20.3,8.2,24.9,1016,1.3,1.41
1233,5/13/2018 20:00,28.7,20.5,8.1,24.6,1016,1,1.4
1234,5/13/2018 20:15,28.4,21.8,7.8,24.5,1016,1,1.39
1235,5/13/2018 20:30,28.3,22,7.8,24.1,1016,1.4,1.38
1236,5/13/2018 20:45,28.4,21.9,7.7,24.4,1016,1,1.38
1237,5/13/2018 21:00,28.3,22.1,7.8,24.4,1016,0.6,1.38
1238,5/13/2018 21:15,28.3,22.2,7.8,24.1,1017,0.5,1.38
1239,5/13/2018 21:30,28.1,21.9,7.6,24.4,1017,0.1,1.38
1240,5/13/2018 21:45,28.1,21.3,7.6,23.9,1017,0.8,1.38
1241,5/13/2018 22:00,28.1,20.5,7.5,23.3,1017,1.3,1.4
1242,5/13/2018 22:15,28,20,7.6,23.3,1017,1.1,1.41
1243,5/13/2018 22:30,28.1,19.9,7.7,23.3,1017,0.9,1.42
1244,5/13/2018 22:45,28.1,19.8,7.7,23.1,1017,1.1,1.43
1245,5/13/2018 23:00,28.1,19.7,7.7,23.2,1017,1.4,1.45
1246,5/13/2018 23:15,28,19.8,7.6,23.2,1017,0.7,1.47
1247,5/13/2018 23:30,27.9,19.9,7.5,23,1017,0.7,1.49
1248,5/13/2018 23:45,28,20.7,7.4,23.1,1017,1,1.51
1249,5/14/2018 0:00,28.1,21,7.3,22.8,1017,1,1.54
1250,5/14/2018 0:15,28.1,21.1,7.4,22.7,1017,1.3,1.57
1251,5/14/2018 0:30,28,21.5,7.3,22.7,1017,1.3,1.6
1252,5/14/2018 0:45,27.9,21.8,7.1,22.8,1016,1.6,1.64
1253,5/14/2018 1:00,27.9,22,7.1,22.7,1016,1.9,1.68
1254,5/14/2018 1:15,27.9,22,7.1,22.6,1016,1.7,1.71
1255,5/14/2018 1:30,27.8,23.5,6.9,22.5,1016,1.3,1.74
1256,5/14/2018 1:45,27.8,24.9,7,22.5,1016,1.3,1.78
1257,5/14/2018 2:00,27.7,25.6,6.9,22.4,1016,1.2,1.8
1258,5/14/2018 2:15,27.7,25.9,6.5,22.6,1016,1.4,1.82
1259,5/14/2018 2:30,27.7,26.2,6.3,22.5,1016,1.6,1.84
1260,5/14/2018 2:45,27.6,26.6,6,22.5,1016,1.4,1.85
1261,5/14/2018 3:00,27.6,26.6,5.6,22.4,1015,1.5,1.86
1262,5/14/2018 3:15,27.5,26.9,5.9,22.3,1015,1,1.86
1263,5/14/2018 3:30,27.5,27.1,5.9,22.3,1015,0.7,1.86
1264,5/14/2018 3:45,27.5,26.9,5.5,22.3,1015,0.7,1.87
1265,5/14/2018 4:00,27.5,26.7,5.5,22.2,1015,0.7,1.87
1266,5/14/2018 4:15,27.5,26.7,5.2,22.1,1015,1.3,1.87
1267,5/14/2018 4:30,27.5,26.6,5.3,22.1,1015,1.4,1.87
1268,5/14/2018 4:45,27.6,25.6,5.2,22.2,1015,2,1.86
1269,5/14/2018 5:00,27.6,25.1,5.1,22,1015,1.6,1.84
1270,5/14/2018 5:15,27.6,25.2,4.9,22,1015,1,1.84
1271,5/14/2018 5:30,27.6,24.9,5.1,22,1015,1.8,1.83
1272,5/14/2018 5:45,27.6,24.3,5.2,22.2,1015,2.1,1.82
1273,5/14/2018 6:00,27.6,23.3,5.2,22.2,1015,2,1.81
1274,5/14/2018 6:15,27.6,22.9,5.6,21.8,1015,1.3,1.8
1275,5/14/2018 6:30,27.6,22.7,5.5,21.8,1016,1.4,1.8
1276,5/14/2018 6:45,27.6,22.4,5.4,21.9,1016,1.4,1.78
1277,5/14/2018 7:00,27.5,22.3,5.2,21.7,1016,1.5,1.77
1278,5/14/2018 7:15,27.5,21.3,5.1,21.8,1016,1.4,1.76
1279,5/14/2018 7:30,27.5,20.4,5.4,21.9,1016,1.1,1.75
1280,5/14/2018 7:45,27.4,19.6,5.4,22.2,1017,1,1.74
1281,5/14/2018 8:00,27.4,18,5.5,22.9,1017,1.3,1.73
1282,5/14/2018 8:15,27.4,18,5.4,23.5,1017,1.7,1.74
1283,5/14/2018 8:30,27.5,21.2,4.6,23.8,1017,1.4,1.72
1284,5/14/2018 8:45,27.5,24.5,5.2,24.1,1017,1.2,1.72
1285,5/14/2018 9:00,27.5,24.7,5.7,24.6,1017,2.1,1.72
1286,5/14/2018 9:15,27.4,22.9,6.4,24.7,1017,2.9,1.72
1287,5/14/2018 9:30,27.3,23,6.2,24.9,1016,2.7,1.73
1288,5/14/2018 9:45,27.3,23.2,6.2,25.1,1016,3,1.74
1289,5/14/2018 10:00,27.3,23.8,6.3,25.3,1016,3.1,1.75
1290,5/14/2018 10:15,27.3,23.3,6.3,25.4,1016,3.3,1.76
